,year,month,day,level_3,Title,Date,Price
519,2009,6,7,Title,Weather concerns spark upturn in canola Deal for instant drink producer High price damages Indian coffee ICO chief concedes sales hit Double fall in coffee exports from CentAm ,6/7/09,1.2636
520,2009,6,8,Title,ICE US Review: Coffee down on outside markets Sudden increase in black pepper prices ,6/8/09,1.2291
521,2009,6,9,Title,ICE US Review: Commercials lift cocoa El Salvador expects to produce more coffee ,6/9/09,1.1844
522,2009,6,10,Title,"ICE US Review: Coffee slides ahead of Brazilian harvest Milk product prices, June 10 Kenya postpones its coffee auction ",6/10/09,1.2012
523,2009,6,11,Title,"ICE US Review: Coffee, cocoa lifted by weak US$ Mexican coffee exports fall in May ",6/11/09,1.186
524,2009,6,12,Title,ICE US Review: Firm US$ pressures soft commodities Work starts on Vietnamese coffee plant Uganda expects June coffee shipments to decline ,6/12/09,1.1878
525,2009,6,14,Title,More coffee expected Mexico coffee flourish Kenya shelves auction Dwindling supplies send soya sharply higher Indonesians get better returns by holding fire Colombian federation expects coffee recovery ,6/14/09,1.1878
526,2009,6,15,Title,USDA projects decline in world coffee output in 2009/10 Uganda sees June coffee exports down 3% from year-ago Costa Rica expects larger coffee crop in 2009/10 ,6/15/09,1.1762
527,2009,7,2,Title,Weather Low export demand subdues canola value Cameroon's cocoa supply flowing swiftly ,7/2/09,1.0878
528,2009,7,3,Title,Guatemala lifts coffee exports in June ,7/3/09,1.0878
529,2009,7,6,Title,"ICE US Review: Sugar closes down, but off daily lows Drinking coffee may be treatment for Alzheimer's Raising yields vital to Indonesia's global coffee standing Shares suspended at Coffee Republic as it sorts finances Big Mac gives big boost to milk sales ",7/6/09,1.0709
530,2009,7,7,Title,ICE US Review: Outside market forces drive cocoa down ICO revises up its world coffee output forecast Vietnam may delay coffee shipments Ugandan coffee exports decline in June ,7/7/09,1.0586
531,2009,7,8,Title,"ICE US Review: Sugar futures end higher on tight supply Indonesia hopes new exchange will establish benchmark Coffee Republic goes into administration amid downturn Milk product prices, July 8 ",7/8/09,1.054
532,2009,7,9,Title,ICE US Review: Cocoa higher on El Nino concerns Costa Rica pegged to reclaim some coffee crop losses ,7/9/09,1.0429
533,2009,7,10,Title,ICE US Review: Cocoa mixed in directionless trade FO Licht lowers coffee production estimate Indonesian coffee exports up by a fifth ,7/10/09,1.047
534,2009,7,12,Title,ICO lifts crop forecast Costa Rica coffee rise Yet another exchange bids for palm domination Indonesia focuses on coffee yields Vietnamese urged not to sell at poor prices Hoarding puts dent in Ugandan coffee exports Soya futures suffer from aggressive sell-off ,7/12/09,1.047
535,2009,7,13,Title,ICE US Review: Cocoa bolstered by technicals Ecuador earns less on steady coffee exports this year Soft drinks sector one-third size of tea market ,7/13/09,1.0331
536,2009,7,14,Title,ICE US Review: Outside markets support cocoa Philippines aims for coffee self-sufficiency Olam commits to expansion in search of higher profits ,7/14/09,1.033
537,2009,7,15,Title,"ICE US Review: Profit-taking undermines cocoa Milk product prices, July 15 ",7/15/09,1.0467
538,2009,7,16,Title,ICE US Review: Cocoa drops as longs liquidate Brazilian farmers eagerly snap up state coffee options Vietnam coffee exporters delay shipments ,7/16/09,1.0609
539,2009,7,17,Title,ICE US Review: Grind figures lift cocoa Indian coffee auction attracts no exporter interest ,7/17/09,1.0505
540,2009,7,19,Title,Brazil's auction lends support to ICE coffee Formal Philippine pledge signals coffee revival A lot of pluck required for turnaround June a stellar month for Indonesian exporters ,7/19/09,1.0505
541,2009,7,20,Title,ICE US Review: US dollar drop bolsters cocoa Colombian coffee output and exports plummet in June ,7/20/09,1.0681
542,2009,7,21,Title,ICE US Review: Outside influences aid cocoa Doubts cast over record coffee production in India Hoarding dispute hangs over Ethiopian coffee industry Vietnam sees recovery in coffee sales as prices surge 7% ,7/21/09,1.0841
543,2009,7,22,Title,ICE US Review: Technical reversal undermines cocoa New smoothie for the Middle East market Colombia 2009 coffee target unchanged despite rains Mars makes way towards 2020 sustainable cocoa target ,7/22/09,1.0934
544,2009,7,23,Title,"New fruit smoothie in Middle East ICE US Review: Cocoa surges on supportive charts Milk product prices, July 22 ",7/23/09,1.083
545,2009,7,24,Title,ICE US Review: Technicals inspire cocoa Brazil may buy more coffee from farmers Increase in Vietnam's July coffee exports ,7/24/09,1.1093
546,2009,7,26,Title,Coffee target held Venezuela faces ignominy of importing coffee Disrupted rains mean Indian record unlikely Hoarding debacle hangs over Ethiopian sector Indian monsoon deficit sends sugar higher TGE moves agricultural futures to save costs ,7/26/09,1.1093
547,2009,7,27,Title,ICE US Review: Cocoa ends lower after early advances Officials claim Venezuela needs to import coffee Cameroon increases its cocoa exports ,7/27/09,1.1175
548,2009,7,28,Title,ICE US Review: Sugar holds onto small gains Opposition to India-ASEAN free trade Guatemalan coffee output on the rise ,7/28/09,1.1175
549,2009,7,29,Title,"ICE US Review: Sugar edges higher Milk product prices, July 29 ",7/29/09,1.1065
550,2009,7,30,Title,Opposition to new FTA ICE US Review: Sugar hits highest levels in over three years Colombian coffee price premium expected to narrow Zambian coffee production under serious threat ,7/30/09,1.1009
551,2009,8,2,Title,Coffee production up Coffee farmers struggle People and Places Aiming for growth while others falter Weather Canola gets dragged down by soya market Disease may harm Cameroon cocoa production Spike in shipments from Vietnam last month Brazil's price support scheme may continue ,8/2/09,1.1009
552,2009,8,3,Title,ICE US Review: Softs hit new highs on fund buying Heavy rainfall interrupts coffee harvesting in Parana ,8/3/09,1.1377
553,2009,8,4,Title,ICE US Review: Spec appetite lifts cocoa values Venezuela seizes top coffee roasters to ensure supply ,8/4/09,1.181
554,2009,8,5,Title,"ICE US Review: Profit-taking weighs on coffee, cocoa Milk product prices, August 5 Chavez: top Venezuelan roasters will be nationalised ",8/5/09,1.1909
555,2009,8,6,Title,ICE US Review: Sugar hits 28-year highs Farm chaos in Zimbabwe to hit coffee industry Japanese coffee reserves climb year on year ,8/6/09,1.1941
556,2009,8,7,Title,ICE US Review: Speculative demand fuels cocoa gains Growers advocate Colombia coffee policy continuity Cameroon cocoa exports up 9.6% in 11 months El Nino crop impact in Indonesia may be muted Brazil July green coffee exports up 10% on year ,8/7/09,1.2157
557,2009,8,9,Title,Zim coffee collapse Tightening situation spurs strong soya rally World Bank renews East Asian agri plans Trade frets over Vietnam's defaults Chavez orders top roasters to be seized Indian crop 'bound to flourish' Progress filters through in East Africa ,8/9/09,1.2157
558,2009,8,10,Title,ICE US Review: Sugar hits highest level in nearly 30 years Uganda achieves coffee goal amid drought Coffee prices in Brazil stir sleepy physical trade ,8/10/09,1.2382
559,2009,8,11,Title,WhiteWave extends partnership with Conservation International ICE US Review: Sugar ends mixed Hawaiian storm headed for coffee and sugar areas Road collapse blocks Cameroon coffee exports Chavez cuts Colombian coffee imports in favour of Brazil ,8/11/09,1.2382
560,2009,8,12,Title,"ICE US Review: Sugar hits 28-year highs once again Milk product prices, August 12 Kenya's coffee prices rise 32% after six-week holiday Global coffee exports showing signs of slowdown Two more Japanese drinks firms may merge ",8/12/09,1.2358
561,2009,8,13,Title,"ICE US Review: Sugar backs down from recent highs Climate change causes 20% fall in coffee exports Vietnam sees 20,000 tonnes of coffee washed out Vietnam coffee export volume up as value falls ",8/13/09,1.2365
562,2009,8,14,Title,"ICE US Review: Cocoa, coffee, sugar, all move lower SIC Cacao refrains from buying in depleted cocoa market Indian arabica exports to fall on rise in coffee consumption ",8/14/09,1.2141
563,2009,8,16,Title,"Kenyan coffee flurry SIC Cacao bides time Uganda to hit target Indian coffee concern African road collapse Spat prompts switch to Brazil Default claims are false, claim Vietnamese ICE sugar looks top-heavy at new heights ",8/16/09,1.2141
564,2009,8,17,Title,ICE US Review: Cocoa declines amid bearish market mentality ,8/17/09,1.1929
565,2009,8,18,Title,ICE US Review: Cocoa posts small gains Decline in Ugandan coffee exports and earnings for July Low prices and supply slow Vietnamese coffee sales Burundi tea prices rise in July as drought cuts production ,8/18/09,1.1619
566,2009,8,19,Title,"ICE US Review: Sugar up on weak US dollar, fundamentals Milk product prices, August 19 Green Mountain selects Washington site for coffee plant Nicaragua forecasts this year's coffee output to rise by 31% Cameroon 2008/09 cocoa exports up 10% to new high ",8/19/09,1.1453
567,2009,8,20,Title,Mexico coffee harvest escapes damage from drought ,8/20/09,1.1482
568,2009,9,6,Title,Costa Rica replanting Cameroon improves Improving outlook adds pressure to canola ,9/6/09,1.1482
569,2009,9,7,Title,Vinacafe highlights need to replace ageing coffee trees Benchmark arabica price increases in Tanzanian auction ,9/7/09,1.1482
570,2009,9,8,Title,ICE US Review: Speculative buying lifts cocoa Coffee and biodiesel operators join up in the Philippines India's coffee exports decline by 14.28% in 2008/09 Nestlé milks Chinese medicine in sales push ,9/8/09,1.1182
571,2009,9,9,Title,"ICE US Review: Cocoa moves to new 14 month high Milk product prices, September 9 Cameroon cocoa output could surpass official target Brazil 2009/10 coffee crop down by 7m bags ",9/9/09,1.1258
572,2009,9,10,Title,"ICE US Review: Cocoa climbs on steady spec demand, slow arrivals Brazil may buy more than a million bags of coffee ",9/10/09,1.1325
573,2009,9,11,Title,ICE US Review: Bullish charts help cocoa set new highs More Vietnamese coffee sold at lower cost in 2009 ICO raises 2008 world coffee consumption forecast ,9/11/09,1.1215
574,2009,9,13,Title,"Weather Speculative demand seals new cocoa highs Cameroon cocoa rise Poor quality, costly beans hurt India abroad Conab confirms this season's smaller output ",9/13/09,1.1215
575,2009,9,14,Title,ICE US Review: Cocoa declines on spec selling Philippine coffee players turn to government for help ,9/14/09,1.1464
576,2009,9,15,Title,ICE US Review: Speculative fund buying lifts cocoa Jamaican coffee output rises by 29% in last year Colombian coffee output may fall to lower end of estimates ,9/15/09,1.1847
577,2009,9,16,Title,"ICE US Review: Chart-based liquidation undermines cocoa Milk product prices, September 16 Ethiopia coffee revenue down 29% in 2008/09 ",9/16/09,1.2112
578,2009,9,17,Title,ICE US Review: Late speculative selling leaves cocoa unchanged Brazil eases rules on coffee farmers' debt repayments ,9/17/09,1.2132
579,2009,9,18,Title,"ICE US Review: Cocoa closes higher on spec buying Chavez prepares to nationalise Venezuela's coffee producers Tight global supply propels Burundi tea prices higher Nicaraguan coffee exports fall 37.3% in August Brazil's 2010/11 coffee to be limited by wilting trees Indonesia coffee exporters delay 15,000 tonne shipment ",9/18/09,1.2237
580,2009,9,20,Title,Uganda ups coffee sales pace to clear space Colombia may be at low end of estimates India's government optimistic for coffee sales Promising ECX edges towards derivatives Frost concerns lead to surge in soya values Higher prices feed through to Cameroonians ,9/20/09,1.2237
581,2009,9,21,Title,ICE US Review: Speculative selling takes cocoa down Coffee trade in Brazil gains pace in September ,9/21/09,1.2265
582,2009,9,22,Title,Dairy businesses lead organic fightback ICO forecasts increased global coffee consumption Vietnamese new coffee crop price declines by 4% ,9/22/09,1.225
583,2009,10,8,Title,Private label adds pressure to branded beverages sales ,10/8/09,1.2174
584,2009,10,9,Title,ICE US Review: Flawed report undermines cocoa ICE temporarily extends start time for some softs Colombian coffee production to fall by 20% this year Coffee exports from Sumatra drop 14% from last year ,10/9/09,1.2502
